Date,Close ,Open,Hign,Low,Volume,Percent
2018年3月27日,374,374,376,372.25,134.33K,0.00%
2018年3月26日,374,378.5,380.75,373.5,183.53K,-0.86%
2018年3月23日,377.25,376.25,378.25,369.25,279.20K,0.33%
2018年3月22日,376,375.5,377.5,374,161.68K,0.27%
2018年3月21日,375,375,375.75,373.75,149.27K,0.13%
2018年3月20日,374.5,375.25,377,373.25,204.62K,-0.13%
2018年3月19日,375,382,382,374.75,245.78K,-2.02%
2018年3月16日,382.75,386.25,387.5,382.5,150.93K,-1.03%
2018年3月15日,386.75,388.25,390.75,385.5,182.45K,0.85%
2018年3月14日,383.5,386.5,386.5,384.25,0.24K,-0.52%
2018年3月13日,385.5,383.75,388.75,383.5,2.04K,0.33%
2018年3月12日,384.25,382.75,384.25,380.5,1.46K,0.33%
2018年3月9日,383,385,385.25,382.5,2.98K,-0.71%
2018年3月8日,385.75,378.5,385.75,378,2.39K,1.71%
2018年3月7日,379.25,378.75,380.75,378.5,4.26K,-0.13%
2018年3月6日,379.75,377.75,380.25,377.25,2.30K,0.40%
2018年3月5日,378.25,376.25,378.5,374.75,8.18K,0.27%
2018年3月2日,377.25,377.75,380.25,376,5.92K,-0.40%
2018年3月1日,378.75,374,379,372,8.65K,1.13%
2018年2月28日,374.5,370.5,376.75,369.75,20.80K,1.08%
2018年2月27日,370.5,368.25,371,367.75,240.12K,0.54%
2018年2月26日,368.5,366.5,370,366.5,318.91K,0.61%
2018年2月23日,366.25,366.25,367.75,365.25,212.35K,-0.14%
2018年2月22日,366.75,365.5,367,364.25,229.12K,0.27%
2018年2月21日,365.75,365.75,368.5,364.25,266.66K,0.07%
2018年2月20日,365.5,369,370,365.25,319.32K,-0.48%
2018年2月19日,367.25,367.25,367.25,367.25,-,0.00%
2018年2月18日,367.25,367.25,367.25,367.25,-,-0.07%
2018年2月16日,367.5,368,368.5,366.5,185.26K,-0.07%
2018年2月15日,367.75,367,368.75,365.5,193.48K,0.14%
2018年2月14日,367.25,366.5,368.5,364.75,173.64K,0.14%
2018年2月13日,366.75,366.5,368.5,366,257.67K,-0.07%
2018年2月12日,367,365,367,364.25,264.08K,1.38%
2018年2月9日,362,364.75,365.5,361.5,254.70K,-1.03%
2018年2月8日,365.75,365,367.75,364.5,341.48K,0.14%
2018年2月7日,365.25,363.75,365.75,362.5,478.33K,0.48%
2018年2月6日,363.5,358.75,364,356.25,236.19K,1.32%
2018年2月5日,358.75,359.5,360.75,357.25,260.35K,-0.62%
2018年2月4日,361,361,361,361,-,-0.14%
2018年2月2日,361.5,361,362.5,359.5,198.99K,-0.07%
2018年2月1日,361.75,360.75,362,358.5,254.88K,0.07%
2018年1月31日,361.5,361.5,362,359.5,180.49K,0.00%
2018年1月30日,361.5,359.5,362.25,359,223.19K,0.77%
2018年1月29日,358.75,356.75,359.25,356.75,179.93K,0.63%
2018年1月26日,356.5,355,357,354.5,140.79K,0.35%
2018年1月25日,355.25,356,358,354.5,223.61K,-0.35%
2018年1月24日,356.5,351.25,357,349.75,326.30K,1.49%
2018年1月23日,351.25,351.75,352,349.5,204.57K,-0.21%
2018年1月22日,352,353.5,354.5,351.25,177.59K,-0.14%
2018年1月19日,352.5,351.5,354,351.25,145.95K,0.28%
2018年1月18日,351.5,352.5,354,350.5,186.65K,-0.42%
2018年1月17日,353,348.5,353.25,348.25,236.71K,1.36%
2018年1月16日,348.25,347.25,349.25,346,179.43K,0.58%
2018年1月12日,346.25,348.75,350,345.5,216.39K,-0.72%
2018年1月11日,348.75,349,350.5,348,159.18K,-0.07%
2018年1月10日,349,348.75,350,348,145.55K,0.00%
2018年1月9日,349,347.5,350,347.25,150.41K,0.50%
2018年1月8日,347.25,350.75,351.5,346.75,274.88K,-1.14%
2018年1月5日,351.25,350.75,352.25,350.25,143.91K,0.07%
2018年1月4日,351,353,353.5,350.25,179.97K,-0.57%
2018年1月3日,353,353,354.75,352.25,138.59K,-0.07%
2018年1月2日,353.25,351.25,354,350.5,150.14K,0.71%
2017年12月29日,350.75,351.25,351.5,350.25,100.18K,-0.36%
2017年12月28日,352,353,353.5,350,102.49K,-0.49%
2017年12月27日,353.75,352,354.25,351.75,93.75K,0.28%
2017年12月26日,352.75,352,353.25,351,65.86K,0.21%
2017年12月22日,352,350.75,352.5,350.5,67.47K,0.21%
2017年12月21日,351.25,349,351.75,348.5,110.47K,0.57%
2017年12月20日,349.25,347.5,349.75,347.25,110.06K,0.50%
2017年12月19日,347.5,346.75,348.75,346.5,82.27K,0.14%
2017年12月18日,347,347.25,348.75,346.5,97.58K,-0.14%
2017年12月15日,347.5,348.75,350.75,346.5,133.62K,3.35%
2017年12月14日,336.25,337,338,336.25,0.15K,-0.15%
2017年12月13日,336.75,337.25,337.5,336.5,0.36K,0.30%
2017年12月12日,335.75,336.5,340.75,335.25,0.85K,-0.22%
2017年12月11日,336.5,340,340,336,1.06K,-1.03%
2017年12月8日,340,338.5,341.25,338.5,1.28K,0.37%
2017年12月7日,338.75,339,340,337.5,2.89K,-0.15%
2017年12月6日,339.25,339,341.5,337.75,5.52K,-0.15%
2017年12月5日,339.75,339.75,343,338.5,7.54K,0.07%
2017年12月4日,339.5,344.75,346,338.75,9.37K,-1.52%
2017年12月1日,344.75,341.75,345.25,341,10.23K,0.88%
2017年11月30日,341.75,339.25,343,337.5,26.04K,0.81%
2017年11月29日,339,335.75,340,335.5,234.59K,0.82%
2017年11月28日,336.25,339,339.5,335.75,183.16K,-0.74%
2017年11月27日,338.75,342.5,342.5,338.5,281.56K,-1.02%
2017年11月24日,342.25,344.25,345.75,339.75,163.45K,-0.87%
2017年11月22日,345.25,344.25,347,344,184.44K,0.07%
2017年11月21日,345,344,345.75,342.75,257.46K,0.00%
2017年11月20日,345,342.5,345.25,341.5,289.33K,0.58%
2017年11月17日,343,336.5,343.5,336.5,352.93K,1.93%
2017年11月16日,336.5,338.25,339,336.25,186.66K,-0.52%
2017年11月15日,338.25,337.25,339,337,217.01K,0.22%
2017年11月14日,337.5,342,342.25,337.25,220.98K,-1.39%
2017年11月13日,342.25,343.5,344,341.5,289.72K,-0.36%
2017年11月10日,343.5,341.75,344,341,349.16K,0.59%
2017年11月9日,341.5,347.5,349.75,340.75,475.09K,-1.94%
2017年11月8日,348.25,347.5,349,345.75,219.59K,0.14%
2017年11月7日,347.75,347.75,348.25,346.25,297.24K,-0.07%
2017年11月6日,348,348.5,350.25,347.75,204.48K,-0.07%
2017年11月3日,348.25,350.25,351,347.5,200.48K,-0.64%
2017年11月2日,350.5,347.75,352,347.5,162.58K,0.65%
2017年11月1日,348.25,345.75,349.25,345.25,213.76K,0.72%
2017年10月31日,345.75,348,348.75,345.5,174.83K,-0.86%
2017年10月30日,348.75,348.5,349.75,347.25,122.26K,0.00%
2017年10月27日,348.75,350.25,350.25,347.5,171.57K,-0.50%
2017年10月26日,350.5,350.75,352,349.5,148.53K,-0.14%
2017年10月25日,351,352.5,355.25,350.5,200.92K,-0.50%
2017年10月24日,352.75,351,353,349.5,214.41K,0.43%
2017年10月23日,351.25,344.25,351.75,343,256.75K,1.96%
2017年10月20日,344.5,349,350,344.25,192.81K,-1.29%
2017年10月19日,349,348.75,351.5,348.5,128.71K,0.14%
2017年10月18日,348.5,350.25,350.5,347.75,132.78K,-0.43%
2017年10月17日,350,350.25,351.75,348.5,137.78K,-0.14%
2017年10月16日,350.5,352.75,353.25,349.75,142.22K,-0.64%
2017年10月13日,352.75,348.5,353.5,348.25,155.34K,1.07%
2017年10月12日,349,346,354,342.5,332.72K,0.87%
2017年10月11日,346,348.75,349,345.5,164.71K,-0.93%
2017年10月10日,349.25,349,351.25,348.25,113.93K,-0.07%
2017年10月9日,349.5,350.5,351.75,348,111.79K,-0.14%
2017年10月6日,350,349.25,351,348.5,140.44K,0.14%
2017年10月5日,349.5,348.25,351.25,347.5,112.67K,0.36%
2017年10月4日,348.25,349.25,349.5,346,168.21K,-0.36%
2017年10月3日,349.5,351.5,351.5,348.75,191.40K,-0.57%
2017年10月2日,351.5,354.75,356.25,351,187.89K,-1.06%
2017年9月29日,355.25,352.25,358,350,241.96K,0.78%
2017年9月28日,352.5,353.25,353.75,350.5,134.80K,-0.42%
2017年9月27日,354,352,354.5,348.5,186.06K,0.50%
2017年9月26日,352.25,352.75,355.5,351.5,176.19K,-0.42%
2017年9月25日,353.75,352.75,355,351.25,109.53K,0.07%
2017年9月22日,353.5,349.75,356.25,349.5,138.98K,0.93%
2017年9月21日,350.25,349.5,351.25,348.5,93.44K,0.07%
2017年9月20日,350,348,351.5,347.25,112.07K,0.50%
2017年9月19日,348.25,351,353.25,346.5,159.68K,-0.92%
2017年9月18日,351.5,353.25,355.5,350.5,113.07K,-0.92%
2017年9月15日,354.75,353.5,355.5,352.5,117.68K,3.80%
2017年9月14日,341.75,343.25,343.25,341.25,0.05K,0.96%
2017年9月13日,338.5,339.5,344.25,339.25,0.25K,-0.44%
2017年9月12日,340,346,346,336,0.45K,-1.59%
2017年9月11日,345.5,345.25,346.5,342.75,0.75K,0.36%
2017年9月8日,344.25,342.25,345.5,342.25,0.78K,0.73%
2017年9月7日,341.75,346.75,346.75,341.75,1.75K,-1.51%
2017年9月6日,347,343.75,347.25,342,2.89K,0.80%
2017年9月5日,344.25,343.25,345.75,341.25,4.61K,1.25%
2017年9月1日,340,341.5,345.5,338,7.81K,-0.66%
2017年8月31日,342.25,329.25,342.75,328.5,14.61K,3.87%
2017年8月30日,329.5,333,334,329,159.95K,-1.20%
2017年8月29日,333.5,335.5,336,332,130.11K,-0.74%
2017年8月28日,336,338.75,340.25,335.5,113.74K,-0.81%
2017年8月25日,338.75,342,342.75,338,124.31K,-0.95%
2017年8月24日,342,341.5,342.75,340.25,107.37K,0.00%
2017年8月23日,342,346.25,348.75,341.5,87.53K,-1.16%
2017年8月22日,346,349,351,346,119.93K,-0.86%
2017年8月21日,349,350.5,350.75,346.5,97.33K,-0.85%
2017年8月18日,352,350,352.5,349.75,132.65K,0.43%
2017年8月17日,350.5,352.5,353.75,349.5,84.68K,-0.57%
2017年8月16日,352.5,355,356.75,349.25,159.75K,-0.77%
2017年8月15日,355.25,361,361,354,112.63K,-2.07%
2017年8月14日,362.75,358.75,363,356,95.28K,0.55%
2017年8月11日,360.75,358.75,361.5,357.25,130.81K,0.98%
2017年8月10日,357.25,371.75,375.5,356.5,316.36K,-4.03%
2017年8月9日,372.25,369,372.5,368.75,182.89K,0.68%
2017年8月8日,369.75,372.5,374.25,368.25,185.79K,-0.67%
2017年8月7日,372.25,368.75,372.5,368.25,150.03K,1.57%
2017年8月4日,366.5,363.5,368,363.25,101.34K,0.83%
2017年8月3日,363.5,365,367.25,361.25,156.60K,-0.41%
2017年8月2日,365,364.5,367.25,363.75,93.63K,0.69%
2017年8月1日,362.5,369.25,371.5,366,108.46K,-2.23%
2017年7月31日,370.75,371,372.25,367.5,81.96K,-0.94%
2017年7月28日,374.25,373.75,377,373,71.01K,0.00%
2017年7月27日,374.25,374,377.25,373,77.17K,0.40%
2017年7月26日,372.75,368.5,373.25,366,102.55K,1.08%
2017年7月25日,368.75,382,383.75,368.5,123.05K,-2.25%
2017年7月24日,377.25,375.5,377.5,371,124.95K,-0.66%
2017年7月21日,379.75,390.5,391,378.5,147.01K,-2.88%
2017年7月20日,391,382.5,393.25,380.5,139.46K,2.22%
2017年7月19日,382.5,376.5,389,374.25,139.74K,1.46%
2017年7月18日,377,380.75,388.75,375.25,154.63K,0.53%
2017年7月17日,375,375.75,378.75,370.5,113.70K,2.67%
2017年7月14日,365.25,369,369,369,0.13K,1.18%
2017年7月13日,361,376.25,376.25,360,0.50K,-4.05%
2017年7月12日,376.25,390.5,391.25,376,0.90K,-4.08%
2017年7月11日,392.25,393.25,394.5,387,1.71K,0.13%
2017年7月10日,391.75,387.75,392.25,387.75,1.41K,2.49%
2017年7月7日,382.25,379,386.75,378.25,2.87K,0.53%
2017年7月6日,380.25,380,381.25,374.75,4.90K,-0.39%
2017年7月5日,381.75,379.5,383.25,374.75,7.60K,0.99%
2017年7月3日,378,373.25,385.25,373,10.73K,2.02%
2017年6月30日,370.5,360,372.5,359.5,24.41K,2.99%
2017年6月29日,359.75,356.75,362.25,356.25,169.17K,0.84%
2017年6月28日,356.75,359.5,360.5,356.75,219.54K,-0.70%
2017年6月27日,359.25,361.25,364.25,359.25,208.88K,0.07%
2017年6月26日,359,358.5,361.75,357.25,212.56K,0.35%
2017年6月23日,357.75,362.75,364.75,356.5,250.37K,-1.38%
2017年6月22日,362.75,368.75,369.25,362.5,178.70K,-1.63%
2017年6月21日,368.75,369.5,373.5,368.25,164.65K,-0.34%
2017年6月20日,370,376.25,377.5,369.25,203.11K,-1.40%
2017年6月19日,375.25,378.25,381.5,375.25,237.06K,-2.28%
2017年6月16日,384,378.75,384.5,377,206.39K,1.19%
2017年6月15日,379.5,376.75,382,370,266.28K,0.66%
2017年6月14日,377,381,385,376.75,199.41K,-1.05%
2017年6月13日,381,379.25,383.75,377.5,247.97K,0.99%
2017年6月12日,377.25,386,387.25,376.25,371.35K,-2.71%
2017年6月9日,387.75,384.25,389.5,380.75,268.36K,0.52%
2017年6月8日,385.75,385,391.75,384.25,398.38K,0.26%
2017年6月7日,384.75,378.25,387,378.25,523.85K,1.99%
2017年6月6日,377.25,372,379.75,371.25,255.15K,1.14%
2017年6月5日,373,373.75,375.5,372,196.48K,0.07%
2017年6月2日,372.75,370.5,374.75,369.5,131.23K,0.61%
2017年6月1日,370.5,371.5,373.75,367.5,177.07K,-0.40%
2017年5月31日,372,370.25,376.5,369,263.40K,1.36%
2017年5月30日,367,373.5,373.75,366.25,208.78K,-1.94%
2017年5月26日,374.25,369.25,374.75,368.75,130.48K,1.35%
2017年5月25日,369.25,371,373,368.75,110.61K,-0.54%
2017年5月24日,371.25,370,371.5,368.75,108.55K,0.47%
2017年5月23日,369.5,374.75,375.75,369,178.14K,-1.47%
2017年5月22日,375,372.75,377.5,371.75,170.82K,0.67%
2017年5月19日,372.5,366,373,366,201.67K,1.78%
2017年5月18日,366,371.5,371.5,364.25,194.69K,-1.48%
2017年5月17日,371.5,367,372.25,366.25,140.85K,1.02%
2017年5月16日,367.75,367.25,368.75,365.25,115.03K,0.00%
2017年5月15日,367.75,370.5,371.75,367.25,116.96K,1.66%
2017年5月12日,361.75,361,362,360,0.21K,0.35%
2017年5月11日,360.5,364.25,364.25,360.25,0.34K,-1.30%
2017年5月10日,365.25,358.75,365,358.25,1.02K,1.95%
2017年5月9日,358.25,358.25,360.5,357.25,1.63K,0.42%
2017年5月8日,356.75,360.5,360.75,356.25,1.96K,-1.38%
2017年5月5日,361.75,359,365.5,359,2.39K,1.05%
2017年5月4日,358,367,367.5,357.5,2.96K,-2.25%
2017年5月3日,366.25,363.5,367.5,362.25,4.17K,0.62%
2017年5月2日,364,367.25,369.75,362.25,4.95K,-1.42%
2017年5月1日,369.25,363,370.5,361.75,9.79K,3.14%
2017年4月28日,358,360,361.25,355.5,31.57K,-1.10%
2017年4月27日,362,358.75,364,358.5,148.98K,0.84%
2017年4月26日,359,365,367.25,358.25,199.69K,-1.64%
2017年4月25日,365,359.25,368.25,356.25,180.78K,1.60%
2017年4月24日,359.25,358,360.5,356.25,159.11K,0.63%
2017年4月21日,357,357.5,358.75,354.25,181.73K,-0.21%
2017年4月20日,357.75,361.75,363.75,357.25,176.90K,-1.11%
2017年4月19日,361.75,361.25,365.25,360.5,188.30K,0.00%
2017年4月18日,361.75,366.5,368,360.75,200.18K,-1.30%
2017年4月17日,366.5,371,372,365.5,146.56K,-1.21%
2017年4月13日,371,368.75,373,368.5,267.05K,0.54%
2017年4月12日,369,366.5,371.5,366.25,237.72K,0.68%
2017年4月11日,366.5,366,369,362.25,254.16K,-0.14%
2017年4月10日,367,360,367,359,222.75K,2.09%
2017年4月7日,359.5,360.5,361.75,357.25,233.39K,-0.35%
2017年4月6日,360.75,364.25,365.5,360,137.98K,-1.10%
2017年4月5日,364.75,363,365.75,361.5,143.41K,0.48%
2017年4月4日,363,367,369.75,362.75,157.42K,-1.29%
2017年4月3日,367.75,365.75,371.75,365.5,230.41K,0.96%
2017年3月31日,364.25,358,366.75,355,302.10K,1.89%
2017年3月30日,357.5,358.25,358.75,356.75,105.35K,-0.28%
2017年3月29日,358.5,357.25,360.75,356.5,140.22K,0.21%
2017年3月28日,357.75,356,358.75,355.75,126.48K,0.56%
2017年3月27日,355.75,356.75,358.25,354.25,146.44K,-0.14%
2017年3月24日,356.25,357,358,355.25,114.28K,-0.14%
2017年3月23日,356.75,358.5,359.75,356.25,125.35K,-0.56%
2017年3月22日,358.75,361.25,361.75,358.25,135.92K,-0.69%
2017年3月21日,361.25,363.5,364,359.25,153.61K,-0.62%
2017年3月20日,363.5,369,370.75,363,146.67K,-1.09%
2017年3月17日,367.5,366.25,367.75,364.5,94.24K,0.41%
2017年3月16日,366,363.5,367,363.5,111.74K,0.69%
2017年3月15日,363.5,362.25,364.75,362,107.40K,2.76%
2017年3月14日,353.75,354,358.25,353,0.52K,-0.21%
2017年3月13日,354.5,358,358.75,353.5,1.65K,-0.98%
2017年3月10日,358,360.25,360.25,356,1.74K,-0.49%
2017年3月9日,359.75,366,366.5,359.25,2.00K,-1.51%
2017年3月8日,365.25,369.25,370.25,365,7.05K,-1.15%
2017年3月7日,369.5,373,373.75,367.5,4.53K,-0.87%
2017年3月6日,372.75,375.5,377,371,3.71K,-0.53%
2017年3月3日,374.75,371.75,375.5,371.25,4.00K,0.54%
2017年3月2日,372.75,375,375.75,370.5,10.94K,-0.80%
2017年3月1日,375.75,366.25,376,365.75,11.27K,2.45%
2017年2月28日,366.75,361.5,378.75,361.25,43.46K,1.80%
2017年2月27日,360.25,364.25,365.5,359.5,227.53K,-1.03%
2017年2月24日,364,365.75,366.75,362.5,217.65K,-0.41%
2017年2月23日,365.5,370.5,371.75,365.25,176.31K,-1.48%
2017年2月22日,371,369.25,372.75,369.25,167.70K,0.47%
2017年2月21日,369.25,368.5,370.75,366.5,192.46K,0.27%
2017年2月17日,368.25,373.25,373.25,368,190.29K,-1.41%
2017年2月16日,373.5,378,380,373,202.51K,-1.39%
2017年2月15日,378.75,374,379,371.75,234.39K,1.20%
2017年2月14日,374.25,375,375.25,373,182.59K,-0.33%
2017年2月13日,375.5,373.5,376.75,371.75,243.36K,0.27%
2017年2月10日,374.5,368.5,375.5,368.5,258.23K,1.35%
2017年2月9日,369.5,369.5,372.75,367.5,302.88K,-0.34%
2017年2月8日,370.75,368,371,366.5,215.52K,0.61%
2017年2月7日,368.5,363.75,369,362.5,201.07K,1.31%
2017年2月6日,363.75,364,368.75,362.5,123.03K,-0.41%
2017年2月3日,365.25,365.75,367.75,364,131.49K,-0.61%
2017年2月2日,367.5,367.5,369.75,366.25,161.84K,-0.20%
2017年2月1日,368.25,360,368.5,358,238.05K,2.36%
2017年1月31日,359.75,358.5,361.25,357.75,144.84K,0.56%
2017年1月30日,357.75,361.5,361.75,355.75,185.50K,-1.31%
2017年1月27日,362.5,363.25,364.25,360.5,131.33K,-0.34%
2017年1月26日,363.75,366,366.75,362,115.94K,-0.68%
2017年1月25日,366.25,363.25,366.75,361,144.57K,0.83%
2017年1月24日,363.25,369.25,371,362.25,198.15K,-1.69%
2017年1月23日,369.5,369.5,370,367.5,145.75K,-0.07%
2017年1月20日,369.75,366,370,365,199.86K,0.96%
2017年1月19日,366.25,364,367.5,362.75,167.43K,0.34%
2017年1月18日,365,364.5,367.75,362.75,210.57K,-0.14%
2017年1月17日,365.5,359,366.5,358.5,317.61K,1.95%
2017年1月13日,358.5,357.5,359.5,355.25,168.02K,0.07%
2017年1月12日,358.25,357,360,353,256.25K,0.28%
2017年1月11日,357.25,357.75,358.25,352,209.46K,-0.28%
2017年1月10日,358.25,359.25,359.5,357.25,134.08K,-0.49%
2017年1月9日,360,359,360.75,355.25,185.76K,0.56%
2017年1月6日,358,360.75,362.5,356.75,166.34K,-0.90%
2017年1月5日,361.25,359.5,362.75,358.5,194.54K,0.42%
2017年1月4日,359.75,355,360,354.75,171.29K,1.12%
2017年1月3日,355.75,352,358.5,351.5,174.70K,1.07%
2016年12月30日,352,349.5,353,347.75,112.01K,0.64%
2016年12月29日,349.75,348.25,351,347.5,92.60K,0.43%
2016年12月28日,348.25,354.25,354.75,347.25,122.29K,-1.90%
2016年12月27日,355,346.5,356,346.25,132.72K,2.68%
2016年12月23日,345.75,347,347.75,345.5,79.91K,-0.43%
2016年12月22日,347.25,347.25,348,346,97.05K,0.00%
2016年12月21日,347.25,350,351.25,346.75,105.21K,-0.86%
2016年12月20日,350.25,353.25,353.75,349.25,103.80K,-0.85%
2016年12月19日,353.25,356,356.75,351.5,93.94K,-0.84%
2016年12月16日,356.25,356,359,353.5,113.01K,-0.07%
2016年12月15日,356.5,361.5,363,356.25,136.20K,1.35%
2016年12月14日,351.75,356.75,357,353.5,0.52K,-1.26%
2016年12月13日,356.25,355.25,359,353.5,1.37K,0.49%
2016年12月12日,354.5,352.25,355,349.75,2.00K,0.57%
2016年12月9日,352.5,349,352.5,344.5,1.72K,1.73%
2016年12月8日,346.5,350.25,352.75,344.25,1.94K,-1.14%
2016年12月7日,350.5,350.25,351,347.25,2.35K,-0.14%
2016年12月6日,351,348.25,354,348.25,2.55K,0.43%
2016年12月5日,349.5,337.5,350,337.5,4.15K,3.56%
2016年12月2日,337.5,332.75,338,332.75,8.16K,1.73%
2016年12月1日,331.75,337,338.25,331,8.93K,-1.48%
2016年11月30日,336.75,337.25,341.75,336,35.07K,0.00%
2016年11月29日,336.75,348,348.25,335.5,190.80K,-3.37%
2016年11月28日,348.5,349.25,353,346.75,208.95K,-0.21%
2016年11月25日,349.25,349.75,350.75,348.5,176.20K,-0.43%
2016年11月23日,350.75,350.25,351,346.5,190.75K,-0.07%
2016年11月22日,351,349.5,351.75,346,197.45K,0.36%
2016年11月21日,349.75,345.25,350,344.75,169.05K,1.23%
2016年11月18日,345.5,342,346.75,340.5,171.45K,1.02%
2016年11月17日,342,339,343.5,338.25,192.49K,1.03%
2016年11月16日,338.5,341.5,343.5,338.5,145.24K,-0.88%
2016年11月15日,341.5,337,342.25,335.75,190.52K,1.26%
2016年11月14日,337.25,340.5,341,335.5,181.71K,-0.88%
2016年11月11日,340.25,343.25,345,339,212.98K,-0.95%
2016年11月10日,343.5,341.5,346.5,340.25,261.28K,0.81%
2016年11月9日,340.75,353,355,340.5,323.41K,-3.81%
2016年11月8日,354.25,346,356.5,345,351.91K,2.31%
2016年11月7日,346.25,348,349.5,345,200.74K,-0.72%
2016年11月4日,348.75,348,349.75,345.5,126.19K,0.22%
2016年11月3日,348,346.25,348.75,345,138.70K,0.51%
2016年11月2日,346.25,348.75,350.5,344.25,217.59K,-0.79%
2016年11月1日,349,354.75,354.75,347.25,219.27K,-1.62%
2016年10月31日,354.75,355,358,352.25,171.94K,-0.07%
2016年10月28日,355,357.5,358.25,354.25,122.85K,-0.70%
2016年10月27日,357.5,353.75,358.5,352.25,197.47K,0.99%
2016年10月26日,354,349.25,355.75,349,170.68K,1.36%
2016年10月25日,349.25,348.25,352.25,347.25,127.78K,0.29%
2016年10月24日,348.25,351.5,354.5,346.25,152.70K,-1.21%
2016年10月21日,352.5,351.25,354.25,350.5,115.81K,0.43%
2016年10月20日,351,357.5,359.25,349.25,173.30K,-1.82%
2016年10月19日,357.5,353.5,358,351,168.84K,1.06%
2016年10月18日,353.75,354.25,357.5,351.5,140.47K,-0.07%
2016年10月17日,354,353,357.75,350.25,150.35K,-0.07%
2016年10月14日,354.25,349.5,358.75,348.75,275.68K,1.36%
2016年10月13日,349.5,337.5,349.75,337.25,216.23K,3.71%
2016年10月12日,337,345,348.5,336.5,219.04K,-2.46%
2016年10月11日,345.5,343,347,341,148.30K,0.66%
2016年10月10日,343.25,339.5,344.25,339.25,112.53K,1.03%
2016年10月7日,339.75,340.75,344.75,339.5,173.88K,-0.22%
2016年10月6日,340.5,347.25,347.75,338.5,178.13K,-2.08%
2016年10月5日,347.75,347.75,349.25,345.25,142.71K,-0.14%
2016年10月4日,348.25,345,349,343.5,158.04K,0.65%
2016年10月3日,346,336.25,347.75,335.25,234.81K,2.75%
2016年9月30日,336.75,329,337.5,325,258.97K,2.28%
2016年9月29日,329.25,329.75,333.5,328,119.73K,0.00%
2016年9月28日,329.25,331.75,332.5,328.75,107.53K,-0.75%
2016年9月27日,331.75,329.25,332.5,327.25,147.07K,0.84%
2016年9月26日,329,334,336.5,328.5,160.54K,-2.23%
2016年9月23日,336.5,336,338.5,333.75,150.67K,-0.07%
2016年9月22日,336.75,339.25,341.5,334.75,122.26K,-0.96%
2016年9月21日,340,339,341,338,101.26K,-0.15%
2016年9月20日,340.5,336,342.25,335,127.94K,0.96%
2016年9月19日,337.25,337.25,340,332.25,139.74K,0.07%
2016年9月16日,337,329,338.25,327.5,165.29K,2.12%
2016年9月15日,330,331.5,334.75,327.5,131.02K,2.40%
2016年9月14日,322.25,320.5,320.5,317.5,0.04K,0.94%
2016年9月13日,319.25,329.25,330,320.25,0.71K,-3.04%
2016年9月12日,329.25,329.25,330.5,326,1.20K,-0.23%
2016年9月9日,330,326.5,330.5,323.75,0.78K,0.92%
2016年9月8日,327,322,326.75,321.5,1.48K,1.87%
2016年9月7日,321,316.25,322,315,2.57K,1.34%
2016年9月6日,316.75,316,317.75,312.25,2.46K,0.08%
2016年9月2日,316.5,311,317.75,311,3.41K,1.77%
2016年9月1日,311,302,311.5,301.75,11.50K,3.15%
2016年8月31日,301.5,304,307.25,301,25.26K,-0.82%
2016年8月30日,304,311.75,312.75,303.5,132.22K,-2.49%
2016年8月29日,311.75,316.25,318.75,310.75,128.34K,-1.42%
2016年8月26日,316.25,323.5,325.25,315.75,98.58K,-2.24%
2016年8月25日,323.5,327,328.5,322.25,94.42K,-1.22%
2016年8月24日,327.5,328.25,330.5,325.5,77.91K,-0.30%
2016年8月23日,328.5,333,333,326.5,90.24K,-1.43%
2016年8月22日,333.25,333.75,334.5,330.5,71.84K,-0.30%
2016年8月19日,334.25,332.25,334.75,330,85.60K,0.68%
2016年8月18日,332,330,333,326.5,72.27K,0.53%
2016年8月17日,330.25,327.25,330.75,327,103.66K,0.84%
2016年8月16日,327.5,326.75,329,324.25,78.80K,0.31%
2016年8月15日,326.5,321.25,329,321,75.70K,1.32%
2016年8月12日,322.25,320.5,323,312,146.08K,0.39%
2016年8月11日,321,322.25,323.75,320.5,125.76K,-0.47%
2016年8月10日,322.5,322,325.5,321.25,148.92K,0.08%
2016年8月9日,322.25,325.25,326.75,322,121.42K,-0.92%
2016年8月8日,325.25,324.25,328,322.5,148.92K,0.31%
2016年8月5日,324.25,320.5,325,320,139.53K,1.09%
2016年8月4日,320.75,325,326.75,320.5,83.08K,-1.31%
2016年8月3日,325,323.75,328.75,322.25,91.70K,0.23%
2016年8月2日,324.25,325.25,327.5,319.5,120.08K,-0.46%
2016年8月1日,325.75,332.5,333.75,325.5,83.57K,-2.62%
2016年7月29日,334.5,331.25,335,328.75,102.31K,0.98%
2016年7月28日,331.25,335.75,338.5,329,88.78K,-1.34%
2016年7月27日,335.75,332.5,338,331.75,81.05K,0.98%
2016年7月26日,332.5,333.5,336.5,331,95.06K,-0.67%
2016年7月25日,334.75,335,338.25,330.25,92.72K,-0.07%
2016年7月22日,335,334.5,336.75,326.75,101.55K,0.22%
2016年7月21日,334.25,337.75,341.75,332.75,92.50K,-0.96%
2016年7月20日,337.5,344.25,346.5,335,111.93K,-1.24%
2016年7月19日,341.75,356.5,356.5,341.5,88.39K,-4.27%
2016年7月18日,357,352.25,357.5,348.25,84.62K,1.35%
2016年7月15日,352.25,356.5,361,343,104.62K,-2.76%
